scope,config,intrinsic_score,term_D,term_H,n_bars,share_of_bars,hardness_noconfig,hardness_noconfig_lo,hardness_noconfig_hi,hardness_noconfig_n,hardness,hardness_lo,hardness_hi,hardness_n,n_notes,n_notes_lo,n_notes_hi,n_notes_n,n_slots,n_slots_lo,n_slots_hi,n_slots_n,nps,nps_lo,nps_hi,nps_n,equiv_speed,equiv_speed_lo,equiv_speed_hi,equiv_speed_n,move_mean,move_mean_lo,move_mean_hi,move_mean_n,each_ratio,each_ratio_lo,each_ratio_hi,each_ratio_n,slide_ratio,slide_ratio_lo,slide_ratio_hi,slide_ratio_n,hold_ratio,hold_ratio_lo,hold_ratio_hi,hold_ratio_n,break_ratio,break_ratio_lo,break_ratio_hi,break_ratio_n,muri_rate,muri_rate_lo,muri_rate_hi,muri_rate_n,finest_divisor,finest_divisor_lo,finest_divisor_hi,finest_divisor_n,level,level_lo,level_hi,level_n,bpm,bpm_lo,bpm_hi,bpm_n,div4,div8,div12,div16,div24,div32,lv_13.0-13.4,lv_13.5-13.9,lv_14.0-14.4,lv_14.5+,bpm_<150,bpm_150-180,bpm_>180,cooccur_top3
config,2+1,0.35108,0.23673,0.46543,347,0.01057,0.46543,0.44211,0.48875,347,0.45633,0.43284,0.47982,347,9.44092,9.11325,9.76859,347,7.52161,7.19214,7.85109,347,5.25546,5.05221,5.4587,347,12.31776,7.22706,17.40845,347,1.27501,1.21429,1.33573,347,0.405,0.37549,0.43451,347,0.13304,0.1202,0.14588,347,0.04838,0.0358,0.06095,347,0.02277,0.01447,0.03108,347,0.34006,0.29014,0.38997,347,18.2219,10.7282,25.71561,347,13.67233,13.63153,13.71314,347,172.53998,168.82802,176.25193,347,0.08077,0.37768,0.12229,0.34106,0.0085,0.00301,0.36599,0.40922,0.17003,0.05476,0.25937,0.2219,0.51585,跳拍:0.47; 子弹:0.46; 连续双押:0.22
config,跳拍,0.35046,0.27359,0.42733,4538,0.13819,0.42733,0.42125,0.4334,4538,0.53339,0.52832,0.53846,4538,10.96562,10.87582,11.05543,4538,8.84663,8.76827,8.92498,4538,6.07375,6.02201,6.12549,4538,13.49959,12.09181,14.90736,4538,1.48934,1.47389,1.50479,4538,0.35288,0.3448,0.36097,4538,0.06688,0.06394,0.06982,4538,0.04906,0.04577,0.05236,4538,0.02085,0.01862,0.02308,4538,0.21221,0.20031,0.22411,4538,20.50264,18.33035,22.67494,4538,13.72362,13.71237,13.73488,4538,168.73615,167.80918,169.66311,4538,0.00918,0.28987,0.07952,0.58742,0.02898,0.00029,0.3561,0.37329,0.22323,0.04738,0.24416,0.36933,0.38651,子弹:0.45; 连续双押:0.32; 单双/双单:0.17
config,侧边双押,0.34828,0.18447,0.51208,514,0.01565,0.51208,0.49378,0.53038,514,0.60844,0.5904,0.62649,514,9.96498,9.68886,10.24111,514,6.0428,5.82053,6.26507,514,4.09534,3.97206,4.21862,514,7.89529,6.31542,9.47517,514,1.6587,1.59998,1.71742,514,0.75224,0.73074,0.77375,514,0.05942,0.05046,0.06839,514,0.09848,0.0795,0.11747,514,0.06284,0.04714,0.07854,514,0.14008,0.11004,0.17011,514,11.90661,9.43483,14.3784,514,13.60584,13.57475,13.63692,514,169.94284,167.05211,172.83357,514,0.18045,0.46295,0.01664,0.27665,0.02979,0.00015,0.46887,0.33268,0.18872,0.00973,0.24319,0.41051,0.3463,连续双押:0.66; 子弹:0.32; 单双/双单:0.23
config,N+1,0.33456,0.25415,0.41496,74,0.00225,0.41496,0.3601,0.46982,74,0.49224,0.45083,0.53365,74,10.09459,9.44447,10.74472,74,8.09459,7.56908,8.62011,74,5.64217,5.23567,6.04868,74,9.37365,8.73874,10.00856,74,1.16347,1.04311,1.28383,74,0.30729,0.23775,0.37683,74,0.08784,0.0626,0.11308,74,0.03322,0.01081,0.05563,74,0.03605,0.01263,0.05947,74,0.25676,0.15654,0.35697,74,13.74324,12.66326,14.82323,74,13.73514,13.66923,13.80105,74,168.47297,162.26881,174.67714,74,0.02714,0.27366,0.09337,0.52475,0.06757,0.0,0.24324,0.47297,0.28378,0.0,0.2027,0.37838,0.41892,子弹:0.62; 跳拍:0.58; 纵连:0.57
config,混fr,0.33198,0.30856,0.35541,8,0.00024,0.35541,0.30801,0.4028,8,0.44031,0.35848,0.52214,8,12.25,11.28766,13.21234,8,8.875,8.09473,9.65527,8,6.85,6.15411,7.54589,8,12.35,11.65517,13.04483,8,1.38237,1.29857,1.46617,8,0.54808,0.46318,0.63297,8,0.0125,-0.012,0.037,8,0.025,-0.00708,0.05708,8,0.01923,-0.00544,0.04391,8,0.125,-0.12,0.37,8,16.0,16.0,16.0,8,14.2875,14.06391,14.51109,8,185.25,174.82752,195.67248,8,0.0,0.60385,0.0,0.39615,0.0,0.0,0.0,0.25,0.125,0.625,0.0,0.125,0.875,单双/双单:0.75; 跳拍:0.38; 连续双押:0.38
config,子弹,0.32316,0.23228,0.41403,5321,0.16203,0.41403,0.40827,0.4198,5321,0.51696,0.51175,0.52218,5321,9.98177,9.88351,10.08003,5321,7.43939,7.35661,7.52217,5321,5.1566,5.10553,5.20767,5321,12.91613,11.59872,14.23354,5321,1.35129,1.33773,1.36485,5321,0.43845,0.4291,0.4478,5321,0.06671,0.06403,0.06938,5321,0.07547,0.07155,0.0794,5321,0.03875,0.03574,0.04175,5321,0.18061,0.17027,0.19094,5321,19.54238,17.49865,21.58611,5321,13.70637,13.69581,13.71693,5321,172.24746,171.33433,173.1606,5321,0.0311,0.48913,0.0191,0.41901,0.02366,0.00546,0.36441,0.35989,0.2398,0.0359,0.20804,0.34805,0.4439,连续双押:0.41; 跳拍:0.40; 单双/双单:0.16
config,定拍,0.32308,0.24352,0.40264,154,0.00469,0.40264,0.37045,0.43482,154,0.56988,0.54186,0.5979,154,10.35714,9.79803,10.91626,154,7.33117,6.8317,7.83064,154,5.40622,5.05903,5.75342,154,7.70628,6.98388,8.42868,154,1.24421,1.1285,1.35991,154,0.54545,0.49819,0.59272,154,0.06768,0.0531,0.08226,154,0.05281,0.03049,0.07513,154,0.02695,0.01168,0.04222,154,0.25325,0.18434,0.32215,154,10.98701,9.56503,12.409,154,13.77468,13.7077,13.84165,154,181.28571,176.61758,185.95385,154,0.26081,0.48789,0.01069,0.18285,0.03879,0.00931,0.34416,0.27922,0.31169,0.06494,0.11688,0.2013,0.68182,单双/双单:0.44; 连续双押:0.36; 子弹:0.31
config,3+1,0.31419,0.22179,0.40659,58,0.00177,0.40659,0.35093,0.46225,58,0.45368,0.40532,0.50203,58,8.53448,7.54391,9.52506,58,7.10345,6.2787,7.9282,58,4.92375,4.41701,5.4305,58,6.44971,5.76832,7.13111,58,1.14794,0.96047,1.3354,58,0.31246,0.24295,0.38198,58,0.11898,0.08702,0.15094,58,0.0523,0.02158,0.08301,58,0.00575,-0.00215,0.01364,58,0.12069,0.03612,0.20526,58,9.44828,8.1165,10.78005,58,13.60862,13.48316,13.73408,58,176.85057,165.51907,188.18208,58,0.125,0.70259,0.0,0.12644,0.02956,0.01149,0.41379,0.24138,0.34483,0.0,0.32759,0.32759,0.34483,纵连:0.88; 跳拍:0.21; 连续拍滑:0.21
config,长纵连,0.29918,0.25651,0.34185,165,0.00502,0.34185,0.29868,0.38501,165,0.49137,0.45466,0.52807,165,9.15152,8.51686,9.78617,165,7.81818,7.22189,8.41447,165,5.69447,5.2553,6.13364,165,8.61747,7.57767,9.65728,165,0.78119,0.61844,0.94394,165,0.25945,0.21967,0.29923,165,0.0988,0.08024,0.11737,165,0.02849,0.01369,0.0433,165,0.05377,0.02837,0.07917,165,0.38182,0.30746,0.45617,165,12.10909,10.61634,13.60184,165,13.7703,13.70834,13.83227,165,176.90303,171.95222,181.85384,165,0.18921,0.43206,0.00823,0.28606,0.04564,0.01182,0.30303,0.30303,0.38182,0.01212,0.14545,0.33939,0.51515,跳拍:0.23; 子弹:0.22; 纵连:0.17
config,纵连,0.29707,0.21915,0.37499,1213,0.03694,0.37499,0.36188,0.3881,1213,0.48209,0.4712,0.49298,1213,8.88953,8.67698,9.10208,1213,7.15664,6.97592,7.33735,1213,4.86505,4.75,4.98011,1213,11.36478,8.84505,13.88452,1213,0.95931,0.9246,0.99402,1213,0.34769,0.33222,0.36316,1213,0.11833,0.11109,0.12557,1213,0.05258,0.04537,0.0598,1213,0.03626,0.02956,0.04295,1213,0.29266,0.26705,0.31828,1213,16.5878,13.16872,20.00688,1213,13.71467,13.69233,13.73702,1213,169.12664,167.108,171.14528,1213,0.11382,0.42981,0.05267,0.3498,0.02679,0.00893,0.36356,0.35202,0.25144,0.03298,0.2704,0.30173,0.42786,跳拍:0.35; 子弹:0.32; 连续双押:0.22
