scope,song,level,bpm,kind,seg_index,start_bar,end_bar,function,label_ja,n_bars,notes_total,n_events,align_err_ms,phi_star_ms,offset_delta_ms,spearman_raw,spearman_smooth,spearman_weighted,pearson_smooth,peak_err_bars,boundary_hit_tol1,boundary_hit_tol2,d_bar_mean,I_mean,suggested_notes,floor_fit,mae_notes,bias_notes,song_kind,seg_voiced,onset_ratio_vd,plan_v02,accent_stems,plan_primary,plan_secondary,best_stem,best_recall,second_stem,second_recall,best_stem_lift,best_lift,plan_agree,plan_agree_top2,plan_agree_lift,recall_drums,recall_bass,recall_other,recall_vocals,prec_vocals,lift_drums,lift_bass,lift_other,lift_vocals,none_share,pool_precision,ending_label,tail_ratio,section_spearman
segment,Paranoia,13.6,150.0,chart_changepoint,4,60,85,,,26,,223,,,,,,,,,,,12.192,0.7,,,,,vocal,,,,,,,drums,0.641,other,0.614,drums,2.627,,,,0.641,0.502,0.614,0.166,0.712,2.627,2.437,2.107,2.296,,,,,
song,Signature,13.5,128.0,,,,,,,70,698,503,0.0,-17.5,0.63,0.535,0.652,0.674,0.772,40,0.5,0.75,9.971,,11.494,-0.108,2.341,-0.9,instrumental,,,,,,,,,,,,,,,,0.783,0.052,0.129,0.08,0.325,3.896,0.864,1.494,1.434,0.109,0.666,tail_kill,1.241,0.667
segment,Signature,13.5,128.0,audio_segment,0,2,8,intro,イントロ,7,,19,,,,,,,,,,,4.0,0.312,,,,,instrumental,0.321,0.071,drum,,drum,,drums,0.684,other,0.263,drums,11.859,True,True,True,0.684,0.0,0.263,0.0,0.0,11.859,,4.245,0.0,,,,,
segment,Signature,13.5,128.0,audio_segment,1,9,12,quiet_chorus,落ちサビ,4,,23,,,,,,,,,,,9.0,0.66,,,,,instrumental,0.641,0.192,drum,,drum,,drums,0.957,vocals,0.087,drums,4.924,True,True,True,0.957,0.0,0.0,0.087,0.4,4.924,,0.0,2.218,,,,,
segment,Signature,13.5,128.0,audio_segment,2,13,28,chorus,サビ,16,,122,,,,,,,,,,,11.625,0.85,,,,,instrumental,0.58,0.427,vocal,hook|vocal,drum,hook,drums,0.779,vocals,0.164,drums,3.732,True,True,True,0.779,0.066,0.156,0.164,0.4,3.732,0.778,1.47,1.723,,,,,
segment,Signature,13.5,128.0,audio_segment,3,29,36,final_chorus,ラスサビ,8,,67,,,,,,,,,,,11.0,0.881,,,,,instrumental,0.488,0.333,vocal,hook|vocal,drum,hook,drums,0.716,other,0.149,drums,2.97,True,True,True,0.716,0.045,0.149,0.045,0.13,2.97,0.884,1.174,0.509,,,,,
segment,Signature,13.5,128.0,audio_segment,4,37,46,verse,Aメロ,10,,77,,,,,,,,,,,10.0,0.771,,,,,instrumental,0.409,0.179,hook,hook,drum,hook,drums,0.961,other,0.117,drums,4.077,True,True,True,0.961,0.013,0.117,0.039,0.2,4.077,0.514,0.837,0.831,,,,,
segment,Signature,13.5,128.0,audio_segment,5,47,54,verse,Aメロ,8,,31,,,,,,,,,,,6.0,0.558,,,,,instrumental,0.976,0.323,drum,,drum,,drums,0.613,vocals,0.129,drums,5.256,True,True,True,0.613,0.0,0.032,0.129,0.4,5.256,0.0,2.032,3.291,,,,,
segment,Signature,13.5,128.0,audio_segment,6,55,62,interlude,間奏,8,,71,,,,,,,,,,,12.5,0.743,,,,,instrumental,0.067,0.045,hook,bass,drum,bass,drums,0.817,bass,0.099,drums,3.475,True,True,True,0.817,0.099,0.099,0.028,0.667,3.475,0.821,1.419,2.361,,,,,
segment,Signature,13.5,128.0,audio_segment,7,63,71,quiet_chorus,落ちサビ,9,,93,,,,,,,,,,,12.444,0.827,,,,,instrumental,0.501,0.21,drum,,drum,,drums,0.699,other,0.15,drums,2.952,True,True,True,0.699,0.075,0.15,0.065,0.375,2.952,0.643,2.304,1.167,,,,,
segment,Signature,13.5,128.0,chart_changepoint,0,2,8,,,7,,19,,,,,,,,,,,4.0,0.312,,,,,instrumental,,,,,,,drums,0.684,other,0.263,drums,11.859,,,,0.684,0.0,0.263,0.0,0.0,11.859,,4.245,0.0,,,,,
segment,Signature,13.5,128.0,chart_changepoint,1,9,20,,,12,,79,,,,,,,,,,,10.083,0.726,,,,,instrumental,,,,,,,drums,0.747,other,0.139,drums,4.023,,,,0.747,0.063,0.139,0.089,0.35,4.023,1.614,1.702,1.706,,,,,
segment,Signature,13.5,128.0,chart_changepoint,2,21,45,,,25,,205,,,,,,,,,,,11.28,0.867,,,,,instrumental,,,,,,,drums,0.854,other,0.132,drums,3.622,,,,0.854,0.034,0.132,0.102,0.3,3.622,0.562,1.057,1.195,,,,,
segment,Signature,13.5,128.0,chart_changepoint,3,46,52,,,7,,16,,,,,,,,,,,3.286,0.503,,,,,instrumental,,,,,,,drums,0.625,other,0.062,drums,6.262,,,,0.625,0.0,0.062,0.0,0.0,6.262,0.0,1.984,0.0,,,,,
segment,Signature,13.5,128.0,chart_changepoint,4,53,71,,,19,,184,,,,,,,,,,,12.842,0.787,,,,,instrumental,,,,,,,drums,0.745,other,0.114,drums,3.135,,,,0.745,0.076,0.114,0.065,0.462,3.135,0.703,1.889,1.522,,,,,
song,TRUST,13.1,190.0,,,,,,,95,729,448,0.0,5.0,12.48,0.345,0.363,0.402,0.302,20,0.5,0.75,7.674,,6.682,0.426,2.828,-2.095,vocal,,,,,,,,,,,,,,,,0.585,0.078,0.393,0.29,0.797,2.798,1.555,2.92,3.67,0.156,0.583,other,0.945,0.371
segment,TRUST,13.1,190.0,audio_segment,0,2,8,intro,イントロ,7,,36,,,,,,,,,,,6.0,0.479,,,,,vocal,0.0,0.0,hook,hook,drum,hook,other,0.333,drums,0.222,other,3.059,False,True,False,0.222,0.083,0.333,0.0,,1.933,1.796,3.059,,,,,,
segment,TRUST,13.1,190.0,audio_segment,1,9,16,interlude,間奏,8,,42,,,,,,,,,,,7.875,0.712,,,,,vocal,0.0,0.0,hook,hook,drum,hook,drums,0.691,other,0.452,other,3.544,True,True,False,0.691,0.095,0.452,0.0,,2.688,1.282,3.544,,,,,,
segment,TRUST,13.1,190.0,audio_segment,2,17,28,verse,Aメロ,12,,51,,,,,,,,,,,7.167,0.803,,,,,vocal,0.8,0.274,drum,hook,drum,hook,drums,0.961,vocals,0.275,drums,3.829,True,True,True,0.961,0.059,0.235,0.275,0.7,3.829,1.681,2.321,3.607,,,,,
segment,TRUST,13.1,190.0,audio_segment,3,29,32,verse,Aメロ,4,,17,,,,,,,,,,,7.75,0.803,,,,,vocal,0.95,0.25,drum,hook,drum,hook,drums,0.882,other,0.353,vocals,5.132,True,True,False,0.882,0.0,0.353,0.353,1.0,3.558,,3.152,5.132,,,,,
segment,TRUST,13.1,190.0,audio_segment,4,33,42,quiet_chorus,落ちサビ,10,,36,,,,,,,,,,,5.5,0.826,,,,,vocal,0.962,0.353,drum,hook,drum,hook,drums,0.694,other,0.556,vocals,4.068,True,True,False,0.694,0.111,0.556,0.333,0.667,3.228,2.98,4.058,4.068,,,,,
segment,TRUST,13.1,190.0,audio_segment,5,43,48,chorus,サビ,6,,26,,,,,,,,,,,6.833,0.894,,,,,vocal,1.0,0.571,vocal,hook|vocal,drum,hook,drums,0.577,vocals,0.5,vocals,4.203,True,True,False,0.577,0.0,0.269,0.5,0.812,2.902,0.0,2.263,4.203,,,,,
segment,TRUST,13.1,190.0,audio_segment,6,49,60,chorus,サビ,12,,63,,,,,,,,,,,9.083,0.9,,,,,vocal,1.0,0.645,vocal,hook|vocal,drum,hook,drums,0.603,vocals,0.524,vocals,3.577,True,True,False,0.603,0.095,0.365,0.524,0.825,2.772,2.053,2.899,3.577,,,,,
segment,TRUST,13.1,190.0,audio_segment,7,61,64,quiet_chorus,落ちサビ,4,,13,,,,,,,,,,,7.5,0.868,,,,,vocal,1.0,0.389,hook,hook,drum,hook,drums,0.692,vocals,0.462,vocals,5.786,True,True,False,0.692,0.0,0.308,0.462,0.857,3.597,0.0,2.009,5.786,,,,,
segment,TRUST,13.1,190.0,audio_segment,8,65,76,chorus,サビ,12,,62,,,,,,,,,,,8.5,0.891,,,,,vocal,1.0,0.441,vocal,hook|vocal,drum,hook,drums,0.452,other,0.403,vocals,3.958,True,True,False,0.452,0.048,0.403,0.387,0.923,2.168,0.839,2.576,3.958,,,,,
segment,TRUST,13.1,190.0,audio_segment,9,77,84,quiet_chorus,落ちサビ,8,,42,,,,,,,,,,,9.875,0.887,,,,,vocal,1.0,0.6,hook,hook,drum,hook,drums,0.476,other,0.333,vocals,2.844,True,True,False,0.476,0.191,0.333,0.333,0.667,2.538,2.77,2.176,2.844,,,,,
segment,TRUST,13.1,190.0,audio_segment,10,85,90,verse,Aメロ,6,,38,,,,,,,,,,,8.0,0.659,,,,,vocal,0.935,0.529,hook,hook,drum,hook,drums,0.395,other,0.368,drums,3.135,True,True,True,0.395,0.079,0.368,0.184,0.778,3.135,1.702,3.097,2.679,,,,,
segment,TRUST,13.1,190.0,audio_segment,11,91,96,interlude,間奏,6,,22,,,,,,,,,,,7.167,0.647,,,,,vocal,0.0,0.0,hook,hook,drum,hook,other,0.727,drums,0.364,other,4.748,False,True,False,0.364,0.045,0.727,0.0,,1.773,0.843,4.748,,,,,,
segment,TRUST,13.1,190.0,chart_changepoint,0,2,11,,,10,,51,,,,,,,,,,,6.0,0.556,,,,,vocal,,,,,,,other,0.392,drums,0.372,other,3.258,,,,0.372,0.098,0.392,0.0,,2.312,1.77,3.258,,,,,,
segment,TRUST,13.1,190.0,chart_changepoint,1,12,33,,,22,,101,,,,,,,,,,,7.727,0.776,,,,,vocal,,,,,,,drums,0.852,other,0.297,vocals,3.672,,,,0.852,0.05,0.297,0.208,0.778,3.411,1.374,2.797,3.672,,,,,
segment,TRUST,13.1,190.0,chart_changepoint,2,34,47,,,14,,49,,,,,,,,,,,5.429,0.857,,,,,vocal,,,,,,,drums,0.633,other,0.449,vocals,4.218,,,,0.633,0.061,0.449,0.408,0.667,3.031,1.32,3.457,4.218,,,,,
segment,TRUST,13.1,190.0,chart_changepoint,3,48,86,,,39,,200,,,,,,,,,,,9.051,0.885,,,,,vocal,,,,,,,drums,0.545,vocals,0.43,vocals,3.647,,,,0.545,0.095,0.37,0.43,0.835,2.663,1.577,2.545,3.647,,,,,
segment,TRUST,13.1,190.0,chart_changepoint,4,87,96,,,10,,47,,,,,,,,,,,7.0,0.627,,,,,vocal,,,,,,,other,0.532,drums,0.298,other,3.885,,,,0.298,0.043,0.532,0.021,0.333,1.848,1.141,3.885,1.504,,,,,
song,Urban Crusher [Remix],13.4,155.0,,,,,,,66,476,426,0.0,2.5,8.7,0.209,0.258,0.22,0.307,0,0.75,1.0,7.212,,9.492,0.38,1.87,-0.877,instrumental,,,,,,,,,,,,,,,,0.648,0.193,0.439,0.021,0.6,2.717,2.6,2.145,2.373,0.143,0.552,tail_kill,1.057,0.357
segment,Urban Crusher [Remix],13.4,155.0,audio_segment,0,3,10,intro,イントロ,8,,42,,,,,,,,,,,5.25,0.657,,,,,instrumental,0.252,0.033,drum,hook,drum,hook,drums,0.691,other,0.333,drums,2.699,True,True,True,0.691,0.024,0.333,0.0,,2.699,0.714,1.893,,,,,,
segment,Urban Crusher [Remix],13.4,155.0,audio_segment,1,11,18,quiet_chorus,落ちサビ,8,,59,,,,,,,,,,,8.375,0.549,,,,,instrumental,1.0,0.049,hook,hook,drum,hook,other,0.576,drums,0.407,other,3.272,False,True,False,0.407,0.203,0.576,0.0,0.0,2.258,2.902,3.272,0.0,,,,,
segment,Urban Crusher [Remix],13.4,155.0,audio_segment,2,19,34,interlude,間奏,16,,110,,,,,,,,,,,7.125,0.578,,,,,instrumental,0.202,0.035,drum,hook,drum,hook,drums,0.7,other,0.345,vocals,3.772,True,True,False,0.7,0.045,0.345,0.036,1.0,2.88,1.011,1.538,3.772,,,,,
segment,Urban Crusher [Remix],13.4,155.0,audio_segment,3,35,42,chorus,サビ,8,,53,,,,,,,,,,,8.5,0.842,,,,,instrumental,0.9,0.019,drum,hook,drum,hook,drums,0.736,bass,0.698,vocals,3.905,True,True,False,0.736,0.698,0.151,0.019,1.0,3.305,3.637,0.728,3.905,,,,,
segment,Urban Crusher [Remix],13.4,155.0,audio_segment,4,43,60,interlude,間奏,18,,109,,,,,,,,,,,6.889,0.544,,,,,instrumental,0.199,0.023,drum,hook,drum,hook,drums,0.661,other,0.596,bass,3.173,True,True,False,0.661,0.147,0.596,0.018,0.667,2.706,3.173,2.973,2.85,,,,,
segment,Urban Crusher [Remix],13.4,155.0,audio_segment,5,61,64,chorus,サビ,4,,26,,,,,,,,,,,8.0,0.708,,,,,instrumental,1.0,0.097,drum,hook,drum,hook,drums,0.615,other,0.538,bass,3.044,True,True,False,0.615,0.308,0.538,0.077,0.667,2.372,3.044,2.503,2.686,,,,,
segment,Urban Crusher [Remix],13.4,155.0,audio_segment,6,65,68,verse,Aメロ,4,,27,,,,,,,,,,,7.25,0.504,,,,,instrumental,0.679,0.0,drum,hook,drum,hook,drums,0.63,other,0.407,drums,2.736,True,True,True,0.63,0.074,0.407,0.0,,2.736,0.733,2.313,,,,,,
segment,Urban Crusher [Remix],13.4,155.0,chart_changepoint,0,3,10,,,8,,42,,,,,,,,,,,5.25,0.657,,,,,instrumental,,,,,,,drums,0.691,other,0.333,drums,2.699,,,,0.691,0.024,0.333,0.0,,2.699,0.714,1.893,,,,,,
segment,Urban Crusher [Remix],13.4,155.0,chart_changepoint,1,11,19,,,9,,71,,,,,,,,,,,8.778,0.562,,,,,instrumental,,,,,,,other,0.507,drums,0.451,other,2.444,,,,0.451,0.169,0.507,0.0,0.0,2.37,2.395,2.444,0.0,,,,,
segment,Urban Crusher [Remix],13.4,155.0,chart_changepoint,2,20,36,,,17,,107,,,,,,,,,,,6.471,0.584,,,,,instrumental,,,,,,,drums,0.682,other,0.346,vocals,4.123,,,,0.682,0.103,0.346,0.047,1.0,2.851,2.013,1.696,4.123,,,,,
segment,Urban Crusher [Remix],13.4,155.0,chart_changepoint,3,37,43,,,7,,60,,,,,,,,,,,10.857,0.884,,,,,instrumental,,,,,,,drums,0.767,bass,0.6,drums,3.171,,,,0.767,0.6,0.183,0.017,1.0,3.171,2.833,0.866,3.019,,,,,
segment,Urban Crusher [Remix],13.4,155.0,chart_changepoint,4,44,68,,,25,,146,,,,,,,,,,,6.76,0.554,,,,,instrumental,,,,,,,drums,0.651,other,0.603,other,2.994,,,,0.651,0.144,0.603,0.021,0.6,2.712,2.452,2.994,2.662,,,,,
song,Xevel,14.3,176.0,,,,,,,98,1169,897,0.0,2.5,7.6,0.408,0.362,0.419,0.538,0,0.25,0.75,11.929,,10.032,-0.627,4.693,-3.448,instrumental,,,,,,,,,,,,,,,,0.642,0.214,0.416,0.109,0.596,2.478,1.94,1.546,1.483,0.188,0.695,tail_kill,1.32,0.769
segment,Xevel,14.3,176.0,audio_segment,0,4,8,intro,イントロ,5,,3,,,,,,,,,,,2.4,0.477,,,,,instrumental,0.852,3.5,drum,,drum,,drums,0.0,bass,0.0,drums,0.0,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
segment,Xevel,14.3,176.0,audio_segment,1,9,12,pre_chorus,Bメロ,4,,17,,,,,,,,,,,6.0,0.689,,,,,instrumental,0.485,0.062,drum,,drum,,drums,0.647,bass,0.059,drums,3.876,True,True,True,0.647,0.059,0.059,0.0,0.0,3.876,1.747,0.276,0.0,,,,,
segment,Xevel,14.3,176.0,audio_segment,2,13,24,chorus,サビ,12,,101,,,,,,,,,,,11.417,0.903,,,,,instrumental,0.283,0.326,vocal,hook|vocal,drum,hook,drums,0.782,bass,0.247,drums,2.694,True,True,True,0.782,0.247,0.188,0.158,0.552,2.694,1.911,0.636,1.498,,,,,
segment,Xevel,14.3,176.0,audio_segment,3,25,32,interlude,間奏,8,,75,,,,,,,,,,,9.875,0.701,,,,,instrumental,0.129,0.697,drum,hook,drum,hook,drums,0.44,other,0.333,drums,2.533,True,True,True,0.44,0.133,0.333,0.307,1.0,2.533,2.374,1.305,2.463,,,,,
segment,Xevel,14.3,176.0,audio_segment,4,33,48,final_chorus,ラスサビ,16,,132,,,,,,,,,,,12.562,0.907,,,,,instrumental,0.917,0.205,drum,hook,drum,hook,drums,0.795,other,0.371,drums,2.589,True,True,True,0.795,0.303,0.371,0.136,0.692,2.589,1.875,1.518,1.883,,,,,
segment,Xevel,14.3,176.0,audio_segment,5,49,52,quiet_chorus,落ちサビ,4,,34,,,,,,,,,,,10.25,0.851,,,,,instrumental,0.596,0.1,bass,bass,drum,bass,drums,0.794,other,0.324,drums,2.709,True,True,True,0.794,0.176,0.324,0.029,0.333,2.709,1.264,1.501,0.863,,,,,
segment,Xevel,14.3,176.0,audio_segment,6,53,60,interlude,間奏,8,,65,,,,,,,,,,,9.75,0.725,,,,,instrumental,0.106,0.233,hook,hook,drum,hook,other,0.6,drums,0.569,drums,2.586,False,True,True,0.569,0.154,0.6,0.061,0.4,2.586,1.741,2.019,1.095,,,,,
segment,Xevel,14.3,176.0,audio_segment,7,61,68,verse,Aメロ,8,,81,,,,,,,,,,,12.125,0.751,,,,,instrumental,0.493,0.22,hook,hook,drum,hook,other,0.679,drums,0.444,bass,2.16,False,True,False,0.444,0.049,0.679,0.062,0.556,2.106,2.16,2.017,1.218,,,,,
segment,Xevel,14.3,176.0,audio_segment,8,69,84,quiet_chorus,落ちサビ,16,,189,,,,,,,,,,,15.875,0.867,,,,,instrumental,0.968,0.221,hook,hook,drum,hook,drums,0.661,other,0.439,drums,2.152,True,True,True,0.661,0.196,0.439,0.058,0.357,2.152,1.712,1.625,0.749,,,,,
segment,Xevel,14.3,176.0,audio_segment,9,85,88,verse,Aメロ,4,,48,,,,,,,,,,,14.25,0.83,,,,,instrumental,1.0,0.062,drum,hook,drum,hook,drums,0.562,other,0.438,drums,1.819,True,True,True,0.562,0.146,0.438,0.0,0.0,1.819,1.045,1.582,0.0,,,,,
segment,Xevel,14.3,176.0,audio_segment,10,89,100,verse,Aメロ,12,,150,,,,,,,,,,,15.083,0.827,,,,,instrumental,0.437,0.258,drum,bass,drum,bass,drums,0.58,other,0.433,bass,2.093,True,True,False,0.58,0.34,0.433,0.133,0.826,1.997,2.093,1.465,1.572,,,,,
segment,Xevel,14.3,176.0,audio_segment,11,101,101,interlude,間奏,1,,2,,,,,,,,,,,8.0,0.618,,,,,instrumental,0.009,0.0,drum,,drum,,drums,1.0,bass,0.5,drums,11.319,True,True,True,1.0,0.5,0.5,0.0,,11.319,11.063,2.96,,,,,,
segment,Xevel,14.3,176.0,chart_changepoint,0,4,13,,,10,,25,,,,,,,,,,,4.3,0.604,,,,,instrumental,,,,,,,drums,0.64,other,0.08,drums,6.031,,,,0.64,0.04,0.08,0.04,0.111,6.031,1.803,0.51,1.011,,,,,
segment,Xevel,14.3,176.0,chart_changepoint,1,14,30,,,17,,143,,,,,,,,,,,10.412,0.822,,,,,instrumental,,,,,,,drums,0.692,other,0.245,drums,2.786,,,,0.692,0.203,0.245,0.203,0.691,2.786,2.065,0.873,1.878,,,,,
segment,Xevel,14.3,176.0,chart_changepoint,2,31,50,,,20,,188,,,,,,,,,,,13.35,0.891,,,,,instrumental,,,,,,,drums,0.723,other,0.367,drums,2.389,,,,0.723,0.277,0.367,0.138,0.703,2.389,1.759,1.482,1.687,,,,,
segment,Xevel,14.3,176.0,chart_changepoint,3,51,64,,,14,,101,,,,,,,,,,,8.643,0.751,,,,,instrumental,,,,,,,drums,0.663,other,0.634,drums,2.888,,,,0.663,0.129,0.634,0.069,0.467,2.888,1.624,2.162,1.434,,,,,
segment,Xevel,14.3,176.0,chart_changepoint,4,65,101,,,37,,440,,,,,,,,,,,15.162,0.829,,,,,instrumental,,,,,,,drums,0.577,other,0.457,drums,2.047,,,,0.577,0.221,0.457,0.077,0.552,2.047,1.825,1.605,1.105,,,,,
song,おちゃめ機能,13.6,150.0,,,,,,,56,499,441,0.0,-2.5,12.26,-0.073,-0.026,0.086,0.201,4,0.25,0.25,8.911,,9.808,0.711,1.742,-0.974,vocal,,,,,,,,,,,,,,,,0.755,0.254,0.32,0.227,0.625,2.632,3.109,1.816,2.194,0.098,0.596,other,0.828,0.286
segment,おちゃめ機能,13.6,150.0,audio_segment,0,2,4,intro,イントロ,3,,28,,,,,,,,,,,9.0,0.493,,,,,vocal,0.015,0.042,drum,bass,drum,bass,other,0.75,drums,0.714,bass,3.191,False,True,False,0.714,0.643,0.75,0.0,0.0,2.756,3.191,2.07,0.0,,,,,
segment,おちゃめ機能,13.6,150.0,audio_segment,1,5,12,quiet_chorus,落ちサビ,8,,64,,,,,,,,,,,9.125,0.63,,,,,vocal,0.945,0.312,vocal,hook,drum,hook,drums,0.688,vocals,0.25,bass,3.109,True,True,False,0.688,0.156,0.109,0.25,0.8,2.653,3.109,1.222,2.794,,,,,
segment,おちゃめ機能,13.6,150.0,audio_segment,2,13,24,verse,Aメロ,12,,82,,,,,,,,,,,8.083,0.857,,,,,vocal,0.85,0.318,drum,hook|vocal,drum,hook,drums,0.793,other,0.488,bass,3.46,True,True,False,0.793,0.329,0.488,0.183,0.429,2.725,3.46,2.113,1.766,,,,,
segment,おちゃめ機能,13.6,150.0,audio_segment,3,25,38,chorus,サビ,14,,131,,,,,,,,,,,10.429,0.894,,,,,vocal,0.973,0.448,vocal,hook|vocal,drum,hook,drums,0.702,other,0.412,bass,2.669,True,True,False,0.702,0.206,0.412,0.244,0.571,2.468,2.669,2.068,1.754,,,,,
segment,おちゃめ機能,13.6,150.0,audio_segment,4,39,50,chorus,サビ,12,,93,,,,,,,,,,,8.75,0.707,,,,,vocal,1.0,0.311,vocal,hook|vocal,drum,hook,drums,0.753,vocals,0.237,bass,3.014,True,True,False,0.753,0.129,0.107,0.237,0.688,2.735,3.014,1.378,2.486,,,,,
segment,おちゃめ機能,13.6,150.0,audio_segment,5,51,54,verse,Aメロ,4,,26,,,,,,,,,,,7.5,0.684,,,,,vocal,0.92,0.275,drum,vocal,drum,vocal,drums,0.846,bass,0.462,bass,3.752,True,True,False,0.846,0.462,0.077,0.308,0.727,2.706,3.752,1.211,3.14,,,,,
segment,おちゃめ機能,13.6,150.0,audio_segment,6,55,57,interlude,間奏,3,,17,,,,,,,,,,,7.0,0.594,,,,,vocal,0.288,0.167,drum,,drum,,drums,0.941,other,0.353,bass,4.071,True,True,False,0.941,0.294,0.353,0.235,0.8,3.01,4.071,1.232,3.884,,,,,
segment,おちゃめ機能,13.6,150.0,chart_changepoint,0,2,23,,,22,,164,,,,,,,,,,,8.409,0.723,,,,,vocal,,,,,,,drums,0.75,other,0.396,bass,3.425,,,,0.75,0.317,0.396,0.183,0.566,2.735,3.425,1.941,2.118,,,,,
segment,おちゃめ機能,13.6,150.0,chart_changepoint,1,24,29,,,6,,58,,,,,,,,,,,11.333,0.905,,,,,vocal,,,,,,,drums,0.724,other,0.397,bass,2.926,,,,0.724,0.328,0.397,0.224,0.591,2.452,2.926,1.968,1.745,,,,,
segment,おちゃめ機能,13.6,150.0,chart_changepoint,2,30,35,,,6,,44,,,,,,,,,,,8.0,0.909,,,,,vocal,,,,,,,drums,0.75,other,0.455,bass,3.324,,,,0.75,0.182,0.455,0.25,0.524,2.618,3.324,2.313,2.033,,,,,
segment,おちゃめ機能,13.6,150.0,chart_changepoint,3,36,41,,,6,,63,,,,,,,,,,,11.5,0.768,,,,,vocal,,,,,,,drums,0.619,other,0.302,drums,2.478,,,,0.619,0.127,0.302,0.254,0.696,2.478,2.096,2.085,1.897,,,,,
segment,おちゃめ機能,13.6,150.0,chart_changepoint,4,42,57,,,16,,112,,,,,,,,,,,8.062,0.683,,,,,vocal,,,,,,,drums,0.839,vocals,0.268,bass,3.288,,,,0.839,0.223,0.125,0.268,0.732,2.8,3.288,1.07,2.924,,,,,
song,しねばいいのに,13.0,138.0,,,,,,,65,479,258,0.0,-25.0,2.46,0.22,0.296,0.294,0.239,36,0.25,0.75,7.369,,9.2,-0.266,4.216,0.365,vocal,,,,,,,,,,,,,,,,0.659,0.163,0.632,0.302,0.401,2.556,0.802,2.177,3.075,0.105,0.249,tail_kill,2.392,0.429
segment,しねばいいのに,13.0,138.0,audio_segment,0,2,12,intro,イントロ,11,,23,,,,,,,,,,,4.182,0.608,,,,,vocal,0.903,2.786,vocal,vocal,hook,vocal,other,0.652,vocals,0.478,drums,5.441,True,True,False,0.217,0.043,0.652,0.478,0.289,5.441,2.002,2.108,4.257,,,,,
segment,しねばいいのに,13.0,138.0,audio_segment,1,13,22,interlude,間奏,10,,33,,,,,,,,,,,5.1,0.758,,,,,vocal,0.009,0.0,hook,hook,drum,hook,drums,0.879,other,0.818,drums,3.012,True,True,True,0.879,0.091,0.818,0.0,0.0,3.012,0.385,2.828,0.0,,,,,
segment,しねばいいのに,13.0,138.0,audio_segment,2,23,28,chorus,サビ,6,,17,,,,,,,,,,,6.5,0.949,,,,,vocal,0.837,0.229,vocal,bass|vocal,drum,bass,drums,0.941,other,0.588,vocals,4.547,True,True,False,0.941,0.059,0.588,0.471,0.421,2.504,0.248,2.439,4.547,,,,,
segment,しねばいいのに,13.0,138.0,audio_segment,3,29,40,chorus,サビ,12,,37,,,,,,,,,,,5.083,0.939,,,,,vocal,1.0,0.438,vocal,bass|vocal,drum,bass,drums,0.784,other,0.73,vocals,3.825,True,True,False,0.784,0.027,0.73,0.54,0.377,2.668,0.116,3.17,3.825,,,,,
segment,しねばいいのに,13.0,138.0,audio_segment,4,41,48,verse,Aメロ,8,,22,,,,,,,,,,,4.375,0.867,,,,,vocal,0.981,0.806,drum,hook|vocal,drum,hook,drums,0.955,other,0.636,drums,7.628,True,True,True,0.955,0.136,0.636,0.318,0.28,7.628,0.691,2.204,3.113,,,,,
segment,しねばいいのに,13.0,138.0,audio_segment,5,49,56,quiet_chorus,落ちサビ,8,,20,,,,,,,,,,,7.25,0.898,,,,,vocal,1.0,0.346,drum,hook,drum,hook,drums,0.9,other,0.9,vocals,6.369,True,True,False,0.9,0.1,0.9,0.7,0.518,3.151,0.432,3.151,6.369,,,,,
segment,しねばいいのに,13.0,138.0,audio_segment,6,57,64,quiet_chorus,落ちサビ,8,,80,,,,,,,,,,,20.0,0.889,,,,,vocal,1.0,0.308,drum,hook,drum,hook,drums,0.475,other,0.463,vocals,1.853,True,True,False,0.475,0.312,0.463,0.175,0.565,1.663,1.371,1.637,1.853,,,,,
segment,しねばいいのに,13.0,138.0,audio_segment,7,65,66,verse,Aメロ,2,,26,,,,,,,,,,,14.5,0.882,,,,,vocal,0.468,0.125,hook,hook,drum,hook,other,0.5,drums,0.385,other,1.527,False,True,False,0.385,0.231,0.5,0.077,0.4,1.376,1.012,1.527,0.931,,,,,
segment,しねばいいのに,13.0,138.0,chart_changepoint,0,2,10,,,9,,18,,,,,,,,,,,3.556,0.574,,,,,vocal,,,,,,,other,0.556,vocals,0.5,vocals,4.092,,,,0.0,0.0,0.556,0.5,0.265,,0.0,1.774,4.092,,,,,
segment,しねばいいのに,13.0,138.0,chart_changepoint,1,11,36,,,26,,79,,,,,,,,,,,5.808,0.861,,,,,vocal,,,,,,,drums,0.873,other,0.747,vocals,3.97,,,,0.873,0.063,0.747,0.304,0.4,2.798,0.281,2.84,3.97,,,,,
segment,しねばいいのに,13.0,138.0,chart_changepoint,2,37,46,,,10,,28,,,,,,,,,,,3.2,0.884,,,,,vocal,,,,,,,drums,0.893,other,0.714,drums,5.082,,,,0.893,0.143,0.714,0.429,0.316,5.082,0.627,2.626,3.488,,,,,
segment,しねばいいのに,13.0,138.0,chart_changepoint,3,47,56,,,10,,27,,,,,,,,,,,7.5,0.895,,,,,vocal,,,,,,,drums,0.889,other,0.815,vocals,5.477,,,,0.889,0.074,0.815,0.556,0.484,3.428,0.354,2.969,5.477,,,,,
