scope,song,genre,level,bpm,kind,seg_index,start_bar,end_bar,function,label_ja,n_bars,notes_total,n_events,align_err_ms,phi_star_ms,offset_delta_ms,spearman_raw,spearman_smooth,spearman_weighted,pearson_smooth,peak_err_bars,boundary_hit_tol1,boundary_hit_tol2,d_bar_mean,I_mean,suggested_notes,floor_fit,mae_notes,bias_notes,song_kind,seg_voiced,onset_ratio_vd,plan_v02,accent_stems,plan_primary,plan_secondary,best_stem,best_recall,second_stem,second_recall,best_stem_lift,best_lift,plan_agree,plan_agree_top2,plan_agree_lift,recall_drums,recall_bass,recall_other,recall_vocals,prec_vocals,lift_drums,lift_bass,lift_other,lift_vocals,none_share,pool_precision,ending_label,tail_ratio,section_spearman,n_segments,seg_best_drums,seg_best_other,seg_best_vocals,seg_best_bass,seg_plan_agree,seg_plan_agree_top2
song,-OutsideRRequieM-,オンゲキ＆CHUNITHM,13.6,181.0,,,,,,,104,817,519,0.0,-10.0,3.89,0.393,0.373,0.337,0.456,34,0.5,0.5,7.856,,8.128,0.177,3.025,-1.818,vocal,,,,,,,,,,,,,,,,0.736,0.146,0.181,0.181,0.559,3.135,1.549,1.373,2.546,0.123,0.497,tail_kill,1.082,0.661,9,9,0,0,0,1.0,1.0
song,7thSense,maimai,14.4,150.0,,,,,,,80,859,612,0.0,0.0,7.0,0.717,0.723,0.729,0.703,2,0.75,0.75,10.738,,12.32,0.264,3.644,-2.486,instrumental,,,,,,,,,,,,,,,,0.578,0.141,0.159,0.054,0.667,2.686,1.597,2.465,2.394,0.294,0.607,tail_kill,1.257,0.933,9,8,1,0,0,0.889,1.0
song,ARROW,niconico＆ボーカロイド,13.3,131.0,,,,,,,68,657,448,0.0,7.5,11.52,0.384,0.423,0.457,0.575,24,0.75,0.75,9.662,,11.231,-0.2,2.512,-0.207,vocal,,,,,,,,,,,,,,,,0.643,0.216,0.125,0.23,0.599,3.315,1.875,1.125,2.851,0.147,0.527,tail_kill,1.281,0.687,10,10,0,0,0,1.0,1.0
song,Acceleration,maimai,13.4,180.0,,,,,,,60,464,363,0.0,-5.0,6.37,0.559,0.493,0.508,0.481,36,0.5,0.5,7.733,,8.173,0.429,2.728,-1.75,instrumental,,,,,,,,,,,,,,,,0.614,0.353,0.113,0.074,0.575,3.323,2.837,1.702,2.112,0.132,0.707,tail_kill,1.277,0.714,6,6,0,0,0,1.0,1.0
song,Aiolos,maimai,14.3,205.0,,,,,,,110,1100,821,0.0,20.0,16.41,0.552,0.505,0.478,0.434,2,0.5,1.0,10.0,,9.015,0.189,4.305,-3.435,instrumental,,,,,,,,,,,,,,,,0.571,0.136,0.25,0.117,0.468,2.272,1.604,2.154,1.284,0.223,0.67,tail_kill,1.025,0.717,14,13,0,0,1,0.929,1.0
song,Axeria,maimai,14.5,193.0,,,,,,,87,888,657,0.0,-2.5,6.52,0.38,0.368,0.466,0.401,64,0.5,1.0,10.207,,9.575,0.463,3.553,-2.839,instrumental,,,,,,,,,,,,,,,,0.504,0.122,0.441,0.105,0.719,2.375,1.999,2.438,2.003,0.195,0.742,tail_kill,1.335,0.479,10,7,3,0,0,0.8,1.0
song,B.M.S.,ゲーム＆バラエティ,14.2,200.0,,,,,,,78,853,642,0.0,5.0,7.34,0.01,0.157,0.158,-0.116,46,1.0,1.0,10.936,,8.568,1.617,4.519,-3.828,vocal,,,,,,,,,,,,,,,,0.531,0.159,0.282,0.128,0.544,2.112,1.463,1.569,1.385,0.318,0.625,tail_kill,1.143,-0.091,10,9,0,1,0,0.9,1.0
song,BAD∞END∞NIGHT,niconico＆ボーカロイド,13.5,204.0,,,,,,,80,496,367,0.0,-2.5,7.63,0.282,0.189,0.272,0.194,18,0.25,0.25,6.2,,7.212,0.433,1.357,0.183,vocal,,,,,,,,,,,,,,,,0.553,0.06,0.632,0.232,0.559,2.415,0.497,3.11,2.478,0.103,0.44,other,0.948,0.791,8,4,4,0,0,0.625,0.875
song,Back 2 Back,ゲーム＆バラエティ,13.7,150.0,,,,,,,67,381,190,0.0,7.5,7.73,0.27,0.15,0.15,0.189,18,0.75,0.75,5.687,,9.808,0.4,1.704,1.218,vocal,,,,,,,,,,,,,,,,0.926,0.668,0.463,0.226,0.207,3.333,3.371,3.118,2.03,0.037,0.235,tail_kill,1.099,0.143,7,7,0,0,0,1.0,1.0
song,Bang Babang Bang!!!,オンゲキ＆CHUNITHM,13.2,200.0,,,,,,,103,756,513,0.0,-7.5,5.31,0.628,0.529,0.503,0.641,18,0.25,0.75,7.34,,6.348,0.189,2.84,-2.445,vocal,,,,,,,,,,,,,,,,0.776,0.092,0.131,0.402,0.746,2.893,1.993,1.624,3.173,0.084,0.589,tail_kill,1.209,0.527,10,9,1,0,0,0.9,1.0
song,Barbed Eye,maimai,13.0,135.0,,,,,,,79,807,533,0.0,0.0,-0.68,0.537,0.472,0.522,0.549,32,0.5,1.0,10.215,,9.404,0.218,3.046,-2.396,vocal,,,,,,,,,,,,,,,,0.587,0.18,0.188,0.283,0.656,2.915,2.271,3.045,2.991,0.22,0.584,tail_kill,1.236,0.4,9,9,0,0,0,1.0,1.0
song,Believe the Rainbow,maimai,13.4,133.0,,,,,,,77,445,184,0.0,-12.5,3.64,0.314,0.336,0.337,0.29,0,1.0,1.0,5.779,,11.062,0.279,3.305,2.324,vocal,,,,,,,,,,,,,,,,0.88,0.277,0.174,0.332,0.277,4.937,1.81,2.272,3.613,0.049,0.219,tail_kill,1.427,0.301,11,10,0,0,1,0.909,1.0
song,Black Out,maimai,13.3,142.0,,,,,,,44,339,269,0.0,7.5,11.36,0.524,0.502,0.564,0.569,2,1.0,1.0,7.705,,10.361,-0.031,2.025,0.925,instrumental,,,,,,,,,,,,,,,,0.68,0.208,0.502,0.394,0.544,2.868,1.988,2.846,2.65,0.1,0.499,tail_kill,1.087,0.6,6,4,1,0,1,0.667,0.833
song,Brain Power,ゲーム＆バラエティ,13.4,170.0,,,,,,,76,663,488,0.0,5.0,16.7,0.534,0.479,0.469,0.376,2,0.0,0.25,8.724,,8.593,-0.119,3.441,-1.814,instrumental,,,,,,,,,,,,,,,,0.594,0.217,0.49,0.234,0.679,2.914,1.543,1.616,2.557,0.096,0.528,tail_kill,1.662,0.714,7,4,3,0,0,0.571,1.0
song,Contrapasso -paradiso-,maimai,14.4,243.0,,,,,,,126,1024,596,0.0,-5.0,5.75,0.628,0.662,0.615,0.703,26,0.5,0.75,8.127,,7.605,0.218,2.829,-2.244,instrumental,,,,,,,,,,,,,,,,0.669,0.174,0.196,0.062,0.39,3.003,1.255,2.739,1.376,0.174,0.582,other,0.8,0.808,14,12,2,0,0,0.857,1.0
song,Cosmic Magic Shooter,東方Project,13.9,163.0,,,,,,,72,763,421,0.0,-12.5,1.8,0.33,0.466,0.522,0.452,28,0.5,0.5,10.597,,10.513,0.107,2.465,-2.118,vocal,,,,,,,,,,,,,,,,0.781,0.309,0.375,0.214,0.6,2.873,2.695,2.193,2.592,0.04,0.535,tail_kill,1.168,0.714,8,7,1,0,0,0.875,1.0
song,DO RORO DERODERO ON DO RORO,ゲーム＆バラエティ,13.7,190.0,,,,,,,78,515,456,0.0,-20.0,-12.88,-0.271,-0.288,-0.243,-0.188,40,0.5,0.5,6.603,,7.743,1.43,2.785,0.269,vocal,,,,,,,,,,,,,,,,0.353,0.118,0.463,0.158,0.444,2.19,1.461,2.278,1.66,0.265,0.467,tail_kill,1.287,-0.293,9,2,6,0,1,0.222,0.778
song,DRAGONLADY,ゲーム＆バラエティ,13.9,150.0,,,,,,,55,642,581,0.0,5.0,14.32,0.669,0.573,0.522,0.604,20,0.25,0.25,11.673,,11.424,-0.5,3.603,-2.478,vocal,,,,,,,,,,,,,,,,0.568,0.169,0.375,0.143,0.709,1.862,2.044,2.248,1.831,0.091,0.717,tail_kill,1.199,0.2,6,5,1,0,0,0.833,1.0
song,Danza zandA,maimai,13.4,129.0,,,,,,,59,638,386,0.0,15.0,8.1,0.235,0.081,0.058,-0.037,42,0.25,1.0,10.814,,11.405,1.009,2.536,-1.499,instrumental,,,,,,,,,,,,,,,,0.668,0.029,0.518,0.15,0.387,2.573,0.913,3.704,1.878,0.176,0.497,tail_kill,1.121,-0.25,7,5,2,0,0,0.714,1.0
song,Death Scythe,maimai,13.8,182.0,,,,,,,89,763,613,0.0,-2.5,2.57,0.645,0.621,0.522,0.534,6,0.75,0.75,8.573,,9.415,0.256,1.887,-0.635,instrumental,,,,,,,,,,,,,,,,0.706,0.739,0.037,0.15,0.681,2.895,3.172,1.747,2.226,0.108,0.786,tail_kill,1.152,0.634,10,6,0,0,4,0.6,1.0
song,D✪N’T ST✪P R✪CKIN’,maimai,13.8,140.0,,,,,,,72,802,519,0.0,2.5,10.8,-0.024,-0.02,0.068,0.136,22,0.5,1.0,11.139,,12.24,0.784,4.101,-2.226,vocal,,,,,,,,,,,,,,,,0.557,0.06,0.193,0.117,0.366,2.946,0.704,1.115,1.513,0.256,0.501,other,0.808,-0.214,8,8,0,0,0,1.0,1.0
song,ECHO,niconico＆ボーカロイド,13.5,140.0,,,,,,,74,768,425,0.0,-15.0,-0.34,0.753,0.748,0.751,0.785,12,0.75,0.75,10.378,,10.509,0.323,2.699,-2.206,vocal,,,,,,,,,,,,,,,,0.546,0.068,0.381,0.2,0.515,2.949,0.716,3.651,2.63,0.195,0.474,tail_kill,1.036,0.976,8,5,3,0,0,0.75,1.0
song,Endless World,maimai,13.0,142.0,,,,,,,66,398,300,0.0,-7.5,5.63,0.128,0.142,0.195,0.255,6,0.5,0.75,6.03,,8.941,0.316,2.38,1.802,vocal,,,,,,,,,,,,,,,,0.77,0.21,0.2,0.127,0.463,3.069,2.196,2.05,2.892,0.11,0.385,tail_kill,1.119,0.267,9,9,0,0,0,1.0,1.0
song,FEEL ALIVE,maimai,13.7,162.0,,,,,,,55,469,391,0.0,-7.5,11.35,0.243,0.224,0.197,0.452,28,0.5,0.75,8.527,,9.081,0.141,2.677,-1.185,instrumental,,,,,,,,,,,,,,,,0.752,0.373,0.166,0.133,0.495,2.701,2.518,1.488,1.756,0.156,0.573,tail_kill,1.055,0.8,4,4,0,0,0,1.0,1.0
song,FFT,maimai,14.0,180.0,,,,,,,95,849,516,0.0,2.5,7.19,0.457,0.46,0.521,0.452,36,0.75,0.75,8.937,,9.52,0.283,3.26,-1.754,instrumental,,,,,,,,,,,,,,,,0.643,0.116,0.298,0.122,0.512,2.97,2.308,2.656,2.135,0.229,0.586,tail_kill,1.175,0.667,8,8,0,0,0,1.0,1.0
song,FLOWER,ゲーム＆バラエティ,13.9,173.0,,,,,,,86,812,613,0.0,0.0,-4.51,0.565,0.603,0.549,0.427,14,0.25,0.25,9.442,,9.905,0.424,3.389,-1.952,instrumental,,,,,,,,,,,,,,,,0.374,0.064,0.465,0.088,0.329,2.226,1.635,1.957,1.1,0.214,0.536,other,0.993,0.983,9,3,6,0,0,0.556,1.0
song,FUJIN Rumble,ゲーム＆バラエティ,14.5,192.0,,,,,,,96,1000,838,0.0,0.0,11.66,0.845,0.763,0.694,0.787,8,0.5,0.5,10.417,,9.625,0.085,4.282,-3.406,instrumental,,,,,,,,,,,,,,,,0.591,0.173,0.172,0.17,0.693,2.343,1.503,1.505,1.722,0.243,0.763,other,0.684,0.937,12,11,1,0,0,0.917,1.0
song,GOODMEN,ゲーム＆バラエティ,13.4,175.0,,,,,,,91,875,613,0.0,2.5,10.57,0.482,0.52,0.559,0.546,62,0.75,0.75,9.615,,8.407,0.508,3.271,-2.972,instrumental,,,,,,,,,,,,,,,,0.661,0.253,0.131,0.437,0.738,2.445,2.594,1.693,2.703,0.09,0.609,tail_kill,1.313,0.63,9,8,0,1,0,0.889,1.0
song,Garden Of The Dragon,ゲーム＆バラエティ,13.5,120.0,,,,,,,54,676,507,0.0,0.0,18.61,0.285,0.367,0.301,0.326,8,0.5,0.5,12.519,,12.26,0.408,3.773,-2.605,instrumental,,,,,,,,,,,,,,,,0.795,0.136,0.006,0.012,0.353,2.405,1.484,2.616,1.236,0.183,0.6,tail_kill,1.138,0.6,5,5,0,0,0,1.0,1.0
song,Get Happy,maimai,13.8,150.0,,,,,,,75,680,568,0.0,15.0,8.18,-0.06,-0.165,-0.22,0.119,68,0.0,1.0,9.067,,11.424,0.665,1.716,0.07,instrumental,,,,,,,,,,,,,,,,0.678,0.18,0.474,0.021,0.231,2.235,1.837,2.3,0.812,0.107,0.542,tail_kill,1.172,-0.12,8,6,2,0,0,0.75,1.0
song,Got more raves？,ゲーム＆バラエティ,14.1,266.0,,,,,,,134,902,716,0.0,2.5,10.3,0.455,0.392,0.224,0.577,80,0.5,0.5,6.731,,6.442,0.262,2.025,-1.444,instrumental,,,,,,,,,,,,,,,,0.609,0.25,0.12,0.068,0.419,2.47,2.058,2.512,1.204,0.258,0.684,tail_kill,1.43,0.263,12,11,1,0,0,0.917,1.0
song,HERA,maimai,14.3,185.0,,,,,,,105,1031,757,0.0,12.5,6.51,0.622,0.602,0.598,0.718,62,0.5,0.75,9.819,,9.989,0.069,3.421,-2.4,instrumental,,,,,,,,,,,,,,,,0.472,0.289,0.563,0.091,0.429,2.349,1.883,1.945,1.319,0.086,0.562,tail_kill,1.248,0.464,11,3,8,0,0,0.273,0.727
song,HIMITSUスパーク,POPS＆アニメ,13.2,156.0,,,,,,,86,668,443,0.0,0.0,6.96,0.37,0.241,0.282,0.265,32,0.25,0.75,7.767,,8.138,0.631,2.561,-1.589,vocal,,,,,,,,,,,,,,,,0.623,0.305,0.21,0.282,0.488,3.23,3.094,2.767,2.546,0.138,0.533,tail_kill,1.046,0.557,12,9,2,1,0,0.833,1.0
song,Hyper Active,maimai,13.9,160.0,,,,,,,90,1064,824,0.0,-2.5,10.78,0.258,0.168,0.265,0.263,32,0.25,0.25,11.822,,10.71,0.623,3.545,-3.009,instrumental,,,,,,,,,,,,,,,,0.536,0.22,0.17,0.17,0.473,2.273,1.441,1.695,1.381,0.246,0.645,fade_out,0.698,0.259,12,12,0,0,0,1.0,1.0
song,Imperishable Night 2006 (2016 Refine),東方Project,13.8,161.0,,,,,,,87,1043,810,0.0,0.0,-5.27,0.444,0.547,0.561,0.611,0,0.75,1.0,11.989,,10.643,0.008,4.639,-4.261,instrumental,,,,,,,,,,,,,,,,0.678,0.389,0.257,0.28,0.689,2.435,1.744,1.328,1.969,0.096,0.631,tail_kill,1.022,0.905,8,8,0,0,0,1.0,1.0
song,Infantoon Fantasy,オンゲキ＆CHUNITHM,13.8,185.0,,,,,,,110,1039,689,0.0,2.5,5.72,0.723,0.628,0.665,0.651,64,1.0,1.0,9.445,,9.263,0.385,2.818,-2.391,instrumental,,,,,,,,,,,,,,,,0.736,0.043,0.255,0.054,0.37,2.812,1.677,2.327,1.293,0.141,0.662,tail_kill,1.191,0.843,13,12,1,0,0,1.0,1.0
song,JACKY [Remix],ゲーム＆バラエティ,13.7,135.0,,,,,,,49,386,300,0.0,12.5,7.22,0.552,0.52,0.468,0.447,26,0.75,0.75,7.878,,10.898,0.023,1.999,0.869,instrumental,,,,,,,,,,,,,,,,0.823,0.227,0.153,0.15,0.388,2.575,1.804,1.782,1.915,0.11,0.43,other,0.984,-0.029,6,6,0,0,0,1.0,1.0
song,Jack-the-Ripper◆,ゲーム＆バラエティ,14.1,210.0,,,,,,,127,933,754,0.0,20.0,11.66,0.308,0.265,0.319,0.213,60,0.5,0.75,7.346,,7.718,0.741,2.599,-1.918,instrumental,,,,,,,,,,,,,,,,0.588,0.235,0.223,0.052,0.661,2.575,2.211,2.469,2.01,0.235,0.656,tail_kill,1.276,0.354,11,10,1,0,0,0.909,1.0
song,Jumble Rumble,maimai,14.0,185.0,,,,,,,96,1081,820,0.0,-5.0,10.8,0.412,0.263,0.293,0.238,10,0.75,1.0,11.26,,9.263,0.791,3.795,-3.651,instrumental,,,,,,,,,,,,,,,,0.457,0.188,0.76,0.09,0.561,1.908,1.422,2.584,1.45,0.061,0.68,other,0.999,0.322,12,1,10,0,1,0.083,0.917
song,KISS CANDY FLAVOR,ゲーム＆バラエティ,13.4,146.0,,,,,,,83,730,517,0.0,-15.0,0.83,0.311,0.261,0.179,0.402,24,1.0,1.0,8.795,,10.077,0.529,2.458,-2.291,vocal,,,,,,,,,,,,,,,,0.745,0.087,0.246,0.259,0.606,3.61,1.274,1.398,2.767,0.139,0.515,other,0.569,0.548,8,8,0,0,0,0.875,1.0
song,Kattobi KEIKYU Rider,オンゲキ＆CHUNITHM,13.7,220.0,,,,,,,134,844,490,0.0,-7.5,7.97,0.426,0.232,0.205,0.29,20,0.25,0.25,6.299,,6.687,0.597,2.047,-1.53,vocal,,,,,,,,,,,,,,,,0.855,0.02,0.116,0.255,0.312,3.171,0.418,0.711,1.669,0.092,0.336,other,0.973,0.587,16,16,0,0,0,1.0,1.0
song,L4TS2018 (feat. あひる & KTA),ゲーム＆バラエティ,13.3,190.0,,,,,,,84,574,342,0.0,-37.5,-22.51,0.57,0.512,0.492,0.639,6,0.25,0.5,6.833,,7.743,-0.206,1.886,-0.417,vocal,,,,,,,,,,,,,,,,0.672,0.252,0.167,0.237,0.503,3.347,3.038,2.052,2.691,0.082,0.427,other,0.53,0.783,9,8,1,0,0,0.667,0.889
song,Like the Wind [Reborn],ゲーム＆バラエティ,14.0,200.0,,,,,,,88,679,513,0.0,0.0,7.59,0.442,0.489,0.501,0.422,62,0.75,0.75,7.716,,8.568,-0.099,2.814,-0.893,instrumental,,,,,,,,,,,,,,,,0.509,0.333,0.409,0.094,0.471,2.631,2.567,2.65,1.643,0.16,0.649,tail_kill,1.215,0.573,11,7,4,0,0,0.636,0.909
song,MYTHOS,maimai,14.4,158.0,,,,,,,76,735,584,0.0,2.5,10.95,0.485,0.37,0.364,0.528,34,0.75,1.0,9.671,,11.696,-0.085,4.207,-0.004,instrumental,,,,,,,,,,,,,,,,0.56,0.356,0.168,0.026,0.246,2.357,1.712,3.008,0.812,0.217,0.563,tail_kill,1.577,0.333,9,9,0,0,0,1.0,1.0
song,Magical Flavor,maimai,13.3,98.0,,,,,,,49,593,367,0.0,-7.5,6.24,0.372,0.318,0.442,0.428,6,0.75,0.75,12.102,,15.012,0.14,3.035,0.464,vocal,,,,,,,,,,,,,,,,0.869,0.098,0.463,0.221,0.375,3.986,2.365,3.101,2.114,0.046,0.482,tail_kill,1.177,0.543,6,6,0,0,0,1.0,1.0
song,Magical Sound Shower,niconico＆ボーカロイド,13.4,120.0,,,,,,,71,662,489,0.0,-7.5,-0.03,0.347,0.2,0.19,0.408,20,0.25,0.25,9.324,,12.26,0.221,3.321,-0.385,vocal,,,,,,,,,,,,,,,,0.836,0.403,0.413,0.094,0.505,2.852,3.392,2.465,2.459,0.039,0.474,other,0.979,0.65,9,9,0,0,0,1.0,1.0
song,Mare Maris,maimai,13.9,150.0,,,,,,,80,856,598,0.0,17.5,27.88,0.459,0.374,0.358,0.398,2,0.75,0.75,10.7,,11.424,0.322,2.873,-1.609,instrumental,,,,,,,,,,,,,,,,0.632,0.084,0.356,0.318,0.725,2.966,0.795,1.871,2.717,0.155,0.549,tail_kill,1.437,0.491,11,11,0,0,0,0.909,0.909
song,Maxi,ゲーム＆バラエティ,14.0,180.0,,,,,,,84,914,623,0.0,10.0,25.42,0.494,0.545,0.536,0.696,58,0.25,0.75,10.881,,9.52,0.14,4.0,-3.6,vocal,,,,,,,,,,,,,,,,0.674,0.079,0.294,0.178,0.514,2.477,0.874,1.745,1.612,0.197,0.568,other,0.678,0.929,8,8,0,0,0,1.0,1.0
song,Money Money,東方Project,13.2,145.0,,,,,,,89,745,438,0.0,-10.0,-2.2,0.332,0.255,0.281,0.386,54,0.75,0.75,8.371,,8.002,0.464,3.404,-2.275,vocal,,,,,,,,,,,,,,,,0.724,0.329,0.187,0.24,0.52,3.293,2.716,1.768,2.761,0.096,0.483,tail_kill,1.075,0.393,13,8,1,0,4,0.615,0.923
song,My Dearest Song,オンゲキ＆CHUNITHM,13.3,145.0,,,,,,,85,802,495,0.0,7.5,7.9,0.626,0.55,0.632,0.517,30,0.75,1.0,9.435,,10.146,0.069,2.737,-1.399,vocal,,,,,,,,,,,,,,,,0.545,0.121,0.273,0.224,0.782,3.297,2.569,2.677,3.773,0.22,0.632,other,0.702,0.708,12,11,1,0,0,0.917,1.0
song,Mysterious Destiny,ゲーム＆バラエティ,13.3,140.0,,,,,,,64,372,187,0.0,-2.5,7.83,0.288,0.541,0.541,0.445,2,0.5,0.75,5.812,,10.509,-0.221,3.321,3.321,vocal,,,,,,,,,,,,,,,,0.738,0.519,0.561,0.112,0.196,2.773,3.531,2.818,1.946,0.011,0.237,tail_kill,1.054,0.899,6,3,2,0,1,0.5,0.833
song,Nerverakes,maimai,14.1,140.0,,,,,,,46,560,523,0.0,15.0,10.51,0.299,0.276,0.26,0.498,24,0.5,0.5,12.174,,12.24,-0.029,4.466,-2.148,instrumental,,,,,,,,,,,,,,,,0.386,0.465,0.124,0.164,0.748,2.226,2.005,1.599,1.922,0.212,0.77,tail_kill,1.171,-0.1,5,2,0,0,3,0.4,0.8
song,Night Fly,maimai,13.2,127.0,,,,,,,42,286,216,0.0,10.0,10.83,0.571,0.431,0.388,0.496,12,0.75,0.75,6.81,,9.997,-0.003,3.067,0.442,vocal,,,,,,,,,,,,,,,,0.745,0.13,0.222,0.153,0.314,2.93,2.297,1.286,1.956,0.116,0.366,tail_kill,1.45,0.1,5,5,0,0,0,1.0,1.0
song,Nitrous Fury,maimai,14.0,144.0,,,,,,,63,752,748,0.0,2.5,15.9,0.52,0.522,0.482,0.475,0,0.75,0.75,11.937,,11.9,-0.363,2.26,-1.341,instrumental,,,,,,,,,,,,,,,,0.615,0.135,0.179,0.222,0.849,2.225,1.588,1.777,2.104,0.273,0.812,tail_kill,1.068,0.691,8,8,0,0,0,1.0,1.0
song,Paranoia,東方Project,13.6,150.0,,,,,,,84,818,538,0.0,7.5,12.8,0.157,0.056,0.05,0.254,20,0.5,0.5,9.738,,9.808,0.405,3.212,-1.9,vocal,,,,,,,,,,,,,,,,0.697,0.552,0.612,0.204,0.516,2.669,2.641,2.128,2.228,0.035,0.471,tail_kill,1.232,0.067,10,8,2,0,0,0.8,1.0
song,Party 4U ”holy nite mix”,ゲーム＆バラエティ,13.7,159.0,,,,,,,59,695,477,0.0,2.5,10.43,0.322,0.257,0.281,0.424,34,0.75,0.75,11.78,,9.253,-0.528,3.875,-3.286,instrumental,,,,,,,,,,,,,,,,0.665,0.371,0.193,0.069,0.696,2.449,1.814,1.891,2.229,0.13,0.579,tail_kill,1.146,0.464,7,6,0,0,1,0.857,1.0
song,Reach For The Stars,ゲーム＆バラエティ,13.9,203.0,,,,,,,72,549,373,0.0,0.0,3.76,0.529,0.595,0.397,0.595,36,0.5,0.75,7.625,,8.441,-0.293,2.582,-0.523,vocal,,,,,,,,,,,,,,,,0.606,0.126,0.284,0.196,0.702,2.658,1.545,2.43,2.732,0.158,0.57,fade_out,0.525,0.7,9,6,3,0,0,0.778,1.0
song,Rodeo Machine,POPS＆アニメ,13.8,115.0,,,,,,,56,428,167,0.0,17.5,9.33,0.631,0.65,0.637,0.476,20,0.0,0.75,7.643,,14.901,-0.512,6.152,6.089,vocal,,,,,,,,,,,,,,,,0.886,0.234,0.371,0.126,0.162,3.394,3.077,1.871,1.914,0.06,0.217,other,0.851,0.771,6,6,0,0,0,1.0,1.0
song,Scars of FAUNA,ゲーム＆バラエティ,13.8,165.0,,,,,,,81,777,480,0.0,-5.0,10.8,0.569,0.62,0.615,0.57,0,0.5,1.0,9.593,,10.385,0.308,2.649,-1.491,instrumental,,,,,,,,,,,,,,,,0.744,0.019,0.329,0.127,0.323,2.807,0.243,3.137,1.369,0.133,0.507,tail_kill,1.368,0.867,9,7,2,0,0,0.778,1.0
song,Signature,maimai,13.5,128.0,,,,,,,70,698,503,0.0,-17.5,0.63,0.731,0.758,0.746,0.84,2,0.75,0.75,9.971,,11.494,-0.155,2.102,-0.688,instrumental,,,,,,,,,,,,,,,,0.785,0.052,0.129,0.08,0.325,3.906,0.858,1.494,1.434,0.109,0.599,tail_kill,1.241,0.95,9,9,0,0,0,1.0,1.0
song,Space Harrier Main Theme [Reborn],ゲーム＆バラエティ,13.6,125.0,,,,,,,59,464,424,0.0,-10.0,6.84,0.334,0.301,0.275,0.291,44,1.0,1.0,7.864,,11.77,0.251,3.571,0.409,instrumental,,,,,,,,,,,,,,,,0.505,0.163,0.351,0.243,0.512,2.015,1.924,2.552,2.367,0.245,0.344,tail_kill,1.367,0.238,8,6,2,0,0,0.75,0.875
song,Still,オンゲキ＆CHUNITHM,13.4,176.0,,,,,,,102,793,510,0.0,-15.0,-6.2,0.369,0.306,0.335,0.31,16,0.75,1.0,7.775,,8.359,0.427,2.237,-0.952,vocal,,,,,,,,,,,,,,,,0.667,0.028,0.178,0.147,0.463,3.244,0.792,2.458,2.158,0.214,0.519,tail_kill,1.061,0.517,9,9,0,0,0,1.0,1.0
song,Streak,maimai,13.7,150.0,,,,,,,48,332,239,0.0,10.0,10.69,0.565,0.525,0.572,0.511,12,0.25,0.5,6.917,,9.808,0.125,1.804,1.04,instrumental,,,,,,,,,,,,,,,,0.745,0.151,0.464,0.138,0.218,2.927,2.496,1.911,1.216,0.059,0.359,other,0.922,1.0,5,5,0,0,0,1.0,1.0
song,TRUST,オンゲキ＆CHUNITHM,13.1,190.0,,,,,,,95,729,448,0.0,5.0,12.48,0.53,0.456,0.472,0.41,20,0.5,0.75,7.674,,6.682,0.305,2.814,-2.138,vocal,,,,,,,,,,,,,,,,0.587,0.078,0.395,0.29,0.797,2.803,1.526,2.936,3.67,0.156,0.58,other,0.945,0.564,12,10,2,0,0,0.833,1.0
song,ULTRA B+K,ゲーム＆バラエティ,13.9,175.0,,,,,,,89,845,524,0.0,-5.0,3.53,0.567,0.416,0.549,0.569,10,0.5,0.75,9.494,,9.792,0.502,3.199,-2.802,instrumental,,,,,,,,,,,,,,,,0.721,0.195,0.267,0.086,0.506,3.064,1.685,1.465,1.984,0.065,0.529,tail_kill,1.027,0.483,9,8,1,0,0,0.889,1.0
song,Urban Crusher [Remix],ゲーム＆バラエティ,13.4,155.0,,,,,,,66,476,426,0.0,5.0,8.7,-0.116,-0.115,-0.2,-0.035,36,1.0,1.0,7.212,,9.492,0.828,1.962,-0.18,instrumental,,,,,,,,,,,,,,,,0.648,0.193,0.434,0.021,0.6,2.717,2.6,2.132,2.373,0.145,0.551,tail_kill,1.057,-0.405,8,7,1,0,0,0.875,1.0
song,We Gonna Journey,オンゲキ＆CHUNITHM,13.9,160.0,,,,,,,85,915,632,0.0,5.0,13.25,0.538,0.549,0.445,0.681,36,0.5,0.5,10.765,,10.71,-0.238,3.464,-2.142,vocal,,,,,,,,,,,,,,,,0.682,0.187,0.245,0.172,0.521,2.487,1.01,2.354,1.821,0.106,0.524,tail_kill,1.184,0.736,11,11,0,0,0,1.0,1.0
song,White Traveling Girl,東方Project,13.4,154.0,,,,,,,85,805,545,0.0,2.5,10.24,0.117,0.059,0.05,0.23,42,0.5,0.5,9.471,,9.553,0.414,3.161,-1.718,vocal,,,,,,,,,,,,,,,,0.892,0.374,0.384,0.325,0.714,3.002,2.768,1.863,3.023,0.048,0.552,tail_kill,1.175,0.048,8,7,1,0,0,0.875,0.875
song,World Vanquisher,オンゲキ＆CHUNITHM,14.3,170.0,,,,,,,100,1072,811,0.0,-5.0,6.89,0.462,0.437,0.493,0.514,50,0.5,1.0,10.72,,10.871,0.368,3.986,-2.609,instrumental,,,,,,,,,,,,,,,,0.488,0.007,0.074,0.074,0.328,2.416,0.482,1.663,0.995,0.427,0.657,tail_kill,1.621,0.452,8,7,1,0,0,0.875,1.0
